% time measurement
    1.6981     2.7184
    2.6665    12.9686
    3.1781    28.5313
    4.1280    22.3251
    5.9991    27.1056
    6.1711    32.6110
    7.0326    37.7788
    8.5612    42.4235
    9.8819    47.0908
   10.6692    52.2665
   11.1904    57.1537
   12.3689    62.2810
   13.4607    67.4401
   14.9816    72.5271
   15.1564    77.4574
   16.8555    82.8754
   17.6448    87.5181
   18.3763    92.9436
   19.1909    97.6377
   20.4283   102.9577
   21.4820   107.2407
   22.1206   112.6761
   23.5895   117.2891
   24.2262   122.6718
   25.3846   180.6951
   26.5830   208.0680
   27.2518   201.2548
   28.2904   210.2240
   29.6171   211.6678
   30.2653   207.8444
   
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
